id_commande,date,client_id,produit,categorie,quantite,prix_unitaire,entrepot
C202606130321,2026-06-13,CL0053,Plante verte,Maison,1,36.91,Entrepot Sud
C202606130322,2026-06-13,CL0157,Console jeux,Electronique,4,254.41,Entrepot Sud
C202606130323,2026-06-13,CL0178,Console jeux,Electronique,2,434.88,Entrepot Nord
C202606130324,2026-06-13,CL0330,Chaise bureau,Mobilier,1,151.19,Entrepot Nord
C202606130325,2026-06-13,CL0376,Livre,Culture,3,10.61,Entrepot Sud
C202606130326,2026-06-13,CL0026,Casque audio,Electronique,1,107.92,Entrepot Est
C202606130327,2026-06-13,CL0045,Livre,Culture,2,11.5,Entrepot Nord
C202606130328,2026-06-13,CL0237,Chaise bureau,Mobilier,4,94.65,Entrepot Nord
C202606130329,2026-06-13,CL0212,Livre,Culture,3,12.13,Entrepot Est
C202606130330,2026-06-13,CL0384,Casque audio,Electronique,2,109.75,Entrepot Nord
C202606130331,2026-06-13,CL0116,Casque audio,Electronique,4,97.29,Entrepot Sud
C202606130332,2026-06-13,CL0211,Livre,Culture,3,8.62,Entrepot Sud
C202606130333,2026-06-13,CL0317,Console jeux,Electronique,4,255.94,Entrepot Nord
C202606130334,2026-06-13,CL0272,Console jeux,Electronique,4,369.2,Entrepot Sud
C202606130335,2026-06-13,CL0209,Plante verte,Maison,3,16.99,Entrepot Nord
C202606130336,2026-06-13,CL0295,Livre,Culture,1,17.52,Entrepot Nord
C202606130337,2026-06-13,CL0351,Livre,Culture,5,16.65,Entrepot Nord
C202606130338,2026-06-13,CL0322,Chaise bureau,Mobilier,4,245.87,Entrepot Nord
C202606130339,2026-06-13,CL0068,Plante verte,Maison,2,35.61,Entrepot Nord
C202606130340,2026-06-13,CL0105,Chaise bureau,Mobilier,4,195.41,Entrepot Sud
C202606130341,2026-06-13,CL0012,Livre,Culture,4,19.16,Entrepot Sud
C202606130342,2026-06-13,CL0119,Plante verte,Maison,4,32.16,Entrepot Sud
C202606130343,2026-06-13,CL0147,Chaise bureau,Mobilier,1,84.35,Entrepot Sud
C202606130344,2026-06-13,CL0084,Casque audio,Electronique,3,67.93,Entrepot Sud
C202606130345,2026-06-13,CL0154,Casque audio,Electronique,1,99.83,Entrepot Nord
C202606130346,2026-06-13,CL0326,Casque audio,Electronique,3,97.86,Entrepot Sud
C202606130347,2026-06-13,CL0238,Console jeux,Electronique,4,423.78,Entrepot Nord
C202606130348,2026-06-13,CL0223,Chaise bureau,Mobilier,4,243.78,Entrepot Nord
C202606130349,2026-06-13,CL0331,Livre,Culture,4,24.47,Entrepot Nord
C202606130350,2026-06-13,CL0057,Plante verte,Maison,4,26.53,Entrepot Sud
C202606130351,2026-06-13,CL0104,Console jeux,Electronique,1,362.92,Entrepot Nord
C202606130352,2026-06-13,CL0186,Livre,Culture,4,14.63,Entrepot Sud
C202606130353,2026-06-13,CL0140,Livre,Culture,5,16.83,Entrepot Nord
C202606130354,2026-06-13,CL0018,Livre,Culture,1,17.53,Entrepot Nord
C202606130355,2026-06-13,CL0301,Console jeux,Electronique,4,365.87,Entrepot Sud
C202606130356,2026-06-13,CL0208,Plante verte,Maison,1,14.87,Entrepot Est
C202606130357,2026-06-13,CL0193,Chaise bureau,Mobilier,5,196.01,Entrepot Nord
C202606130358,2026-06-13,CL0014,Chaise bureau,Mobilier,2,211.71,Entrepot Nord
C202606130359,2026-06-13,CL0047,Livre,Culture,5,11.78,Entrepot Nord
C202606130360,2026-06-13,CL0149,Console jeux,Electronique,2,351.09,Entrepot Nord
C202606130361,2026-06-13,CL0025,Plante verte,Maison,4,19.05,Entrepot Nord
C202606130362,2026-06-13,CL0157,Console jeux,Electronique,1,335.78,Entrepot Sud
C202606130363,2026-06-13,CL0033,Console jeux,Electronique,1,415.82,Entrepot Nord
C202606130364,2026-06-13,CL0143,Console jeux,Electronique,2,346.9,Entrepot Sud
C202606130365,2026-06-13,CL0145,Plante verte,Maison,3,17.23,Entrepot Nord
C202606130366,2026-06-13,CL0327,Plante verte,Maison,5,21.11,Entrepot Sud
C202606130367,2026-06-13,CL0175,Console jeux,Electronique,1,223.53,Entrepot Sud
C202606130368,2026-06-13,CL0258,Livre,Culture,3,9.95,Entrepot Sud
C202606130369,2026-06-13,CL0263,Chaise bureau,Mobilier,3,131.03,Entrepot Nord
C202606130370,2026-06-13,CL0223,Chaise bureau,Mobilier,5,246.4,Entrepot Est
C202606130371,2026-06-13,CL0105,Plante verte,Maison,3,38.49,Entrepot Est
C202606130372,2026-06-13,CL0286,Livre,Culture,5,19.01,Entrepot Est
C202606130373,2026-06-13,CL0185,Casque audio,Electronique,1,64.3,Entrepot Sud
C202606130374,2026-06-13,CL0090,Chaise bureau,Mobilier,5,236.62,Entrepot Nord
C202606130375,2026-06-13,CL0244,Casque audio,Electronique,3,94.55,Entrepot Nord
C202606130376,2026-06-13,CL0201,Console jeux,Electronique,4,210.78,Entrepot Nord
C202606130377,2026-06-13,CL0288,Plante verte,Maison,4,17.48,Entrepot Sud
C202606130378,2026-06-13,CL0203,Chaise bureau,Mobilier,4,185.1,Entrepot Nord
C202606130379,2026-06-13,CL0399,Livre,Culture,4,24.14,Entrepot Est
C202606130380,2026-06-13,CL0124,Chaise bureau,Mobilier,5,148.46,Entrepot Est
C202606130381,2026-06-13,CL0138,Casque audio,Electronique,5,115.39,Entrepot Est
C202606130382,2026-06-13,CL0095,Plante verte,Maison,4,21.31,Entrepot Sud
C202606130383,2026-06-13,CL0291,Console jeux,Electronique,2,242.57,Entrepot Nord
C202606130384,2026-06-13,CL0269,Console jeux,Electronique,2,319.6,Entrepot Est
C202606130385,2026-06-13,CL0169,Livre,Culture,2,20.19,Entrepot Nord
C202606130386,2026-06-13,CL0007,Chaise bureau,Mobilier,3,75.61,Entrepot Nord
C202606130387,2026-06-13,CL0324,Plante verte,Maison,2,22.64,Entrepot Nord
C202606130388,2026-06-13,CL0207,Plante verte,Maison,1,14.63,Entrepot Est
C202606130389,2026-06-13,CL0364,Chaise bureau,Mobilier,2,64.62,Entrepot Nord
C202606130390,2026-06-13,CL0230,Plante verte,Maison,5,30.67,Entrepot Nord
C202606130391,2026-06-13,CL0017,Chaise bureau,Mobilier,2,244.32,Entrepot Nord
C202606130392,2026-06-13,CL0357,Casque audio,Electronique,5,46.58,Entrepot Sud
C202606130393,2026-06-13,CL0277,Plante verte,Maison,5,16.1,Entrepot Nord
C202606130394,2026-06-13,CL0047,Plante verte,Maison,3,21.68,Entrepot Nord
C202606130395,2026-06-13,CL0149,Console jeux,Electronique,3,349.8,Entrepot Est
C202606130396,2026-06-13,CL0260,Console jeux,Electronique,3,211.85,Entrepot Sud
C202606130397,2026-06-13,CL0331,Casque audio,Electronique,1,70.0,Entrepot Sud
C202606130398,2026-06-13,CL0229,Chaise bureau,Mobilier,3,238.09,Entrepot Sud
C202606130399,2026-06-13,CL0057,Plante verte,Maison,4,25.08,Entrepot Sud
C202606130400,2026-06-13,CL0351,Console jeux,Electronique,2,402.24,Entrepot Nord
C202606130401,2026-06-13,CL0172,Livre,Culture,2,10.31,Entrepot Nord
C202606130402,2026-06-13,CL0024,Livre,Culture,3,24.94,Entrepot Nord
C202606130403,2026-06-13,CL0232,Livre,Culture,1,10.97,Entrepot Nord
C202606130404,2026-06-13,CL0259,Casque audio,Electronique,1,111.28,Entrepot Sud
C202606130405,2026-06-13,CL0026,Casque audio,Electronique,4,62.4,Entrepot Nord
C202606130406,2026-06-13,CL0252,Console jeux,Electronique,4,259.45,Entrepot Nord
C202606130407,2026-06-13,CL0005,Plante verte,Maison,4,13.6,Entrepot Est
C202606130408,2026-06-13,CL0104,Chaise bureau,Mobilier,1,175.29,Entrepot Est
C202606130409,2026-06-13,CL0029,Livre,Culture,3,24.77,Entrepot Nord
C202606130410,2026-06-13,CL0051,Plante verte,Maison,4,31.54,Entrepot Est
C202606130411,2026-06-13,CL0197,Console jeux,Electronique,4,345.1,Entrepot Nord
C202606130412,2026-06-13,CL0278,Chaise bureau,Mobilier,4,177.93,Entrepot Nord
C202606130413,2026-06-13,CL0338,Console jeux,Electronique,4,225.92,Entrepot Nord
C202606130414,2026-06-13,CL0307,Casque audio,Electronique,4,99.86,Entrepot Est
C202606130415,2026-06-13,CL0393,Casque audio,Electronique,1,99.88,Entrepot Nord
C202606130416,2026-06-13,CL0306,Chaise bureau,Mobilier,1,175.07,Entrepot Nord
C202606130417,2026-06-13,CL0127,Chaise bureau,Mobilier,1,216.96,Entrepot Est
C202606130418,2026-06-13,CL0322,Chaise bureau,Mobilier,5,149.02,Entrepot Nord
C202606130419,2026-06-13,CL0121,Console jeux,Electronique,5,213.13,Entrepot Nord
C202606130420,2026-06-13,CL0338,Console jeux,Electronique,4,428.38,Entrepot Sud
C202606130421,2026-06-13,CL0373,Casque audio,Electronique,4,79.5,Entrepot Sud
C202606130422,2026-06-13,CL0325,Console jeux,Electronique,2,355.82,Entrepot Nord
C202606130423,2026-06-13,CL0008,Console jeux,Electronique,1,376.24,Entrepot Est
C202606130424,2026-06-13,CL0392,Livre,Culture,3,20.06,Entrepot Sud
C202606130425,2026-06-13,CL0135,Livre,Culture,1,23.48,Entrepot Nord
C202606130426,2026-06-13,CL0368,Livre,Culture,4,22.23,Entrepot Sud
C202606130427,2026-06-13,CL0073,Console jeux,Electronique,5,392.43,Entrepot Sud
C202606130428,2026-06-13,CL0178,Casque audio,Electronique,2,77.95,Entrepot Est
C202606130429,2026-06-13,CL0397,Livre,Culture,4,10.97,Entrepot Sud
C202606130430,2026-06-13,CL0253,Chaise bureau,Mobilier,3,63.54,Entrepot Nord
C202606130431,2026-06-13,CL0204,Casque audio,Electronique,1,57.24,Entrepot Est
C202606130432,2026-06-13,CL0195,Console jeux,Electronique,1,281.6,Entrepot Nord
C202606130433,2026-06-13,CL0063,Livre,Culture,3,17.21,Entrepot Nord
C202606130434,2026-06-13,CL0062,Plante verte,Maison,5,33.03,Entrepot Nord
C202606130435,2026-06-13,CL0001,Livre,Culture,2,21.78,Entrepot Nord
C202606130436,2026-06-13,CL0396,Casque audio,Electronique,3,52.32,Entrepot Sud
C202606130437,2026-06-13,CL0168,Plante verte,Maison,5,35.31,Entrepot Est
C202606130438,2026-06-13,CL0351,Livre,Culture,2,13.33,Entrepot Sud
C202606130439,2026-06-13,CL0310,Livre,Culture,5,15.62,Entrepot Est
C202606130440,2026-06-13,CL0078,Console jeux,Electronique,2,233.84,Entrepot Est
C202606130441,2026-06-13,CL0399,Livre,Culture,1,19.44,Entrepot Nord
C202606130442,2026-06-13,CL0145,Chaise bureau,Mobilier,1,118.2,Entrepot Nord
C202606130443,2026-06-13,CL0179,Plante verte,Maison,5,16.47,Entrepot Nord
C202606130444,2026-06-13,CL0386,Plante verte,Maison,2,16.53,Entrepot Nord
C202606130445,2026-06-13,CL0065,Casque audio,Electronique,1,113.17,Entrepot Nord
C202606130446,2026-06-13,CL0210,Livre,Culture,4,19.28,Entrepot Est
C202606130447,2026-06-13,CL0124,Plante verte,Maison,1,12.87,Entrepot Nord
C202606130448,2026-06-13,CL0273,Console jeux,Electronique,4,378.56,Entrepot Sud
C202606130449,2026-06-13,CL0215,Chaise bureau,Mobilier,2,226.56,Entrepot Nord
C202606130450,2026-06-13,CL0167,Chaise bureau,Mobilier,3,200.45,Entrepot Nord
C202606130451,2026-06-13,CL0247,Plante verte,Maison,3,17.25,Entrepot Est
C202606130452,2026-06-13,CL0061,Chaise bureau,Mobilier,4,178.28,Entrepot Nord
C202606130453,2026-06-13,CL0132,Plante verte,Maison,1,27.87,Entrepot Est
C202606130454,2026-06-13,CL0359,Plante verte,Maison,3,23.06,Entrepot Nord
C202606130455,2026-06-13,CL0247,Livre,Culture,5,15.35,Entrepot Est
C202606130456,2026-06-13,CL0326,Plante verte,Maison,3,22.53,Entrepot Nord
C202606130457,2026-06-13,CL0264,Casque audio,Electronique,4,94.51,Entrepot Nord
C202606130458,2026-06-13,CL0148,Livre,Culture,3,13.52,Entrepot Est
C202606130459,2026-06-13,CL0089,Console jeux,Electronique,4,353.02,Entrepot Sud
C202606130460,2026-06-13,CL0013,Chaise bureau,Mobilier,5,225.77,Entrepot Nord
C202606130461,2026-06-13,CL0110,Chaise bureau,Mobilier,5,215.7,Entrepot Nord
C202606130462,2026-06-13,CL0101,Plante verte,Maison,1,25.12,Entrepot Nord
C202606130463,2026-06-13,CL0159,Casque audio,Electronique,1,92.77,Entrepot Est
C202606130464,2026-06-13,CL0352,Plante verte,Maison,2,23.61,Entrepot Sud
C202606130465,2026-06-13,CL0036,Plante verte,Maison,4,22.24,Entrepot Nord
C202606130466,2026-06-13,CL0390,Chaise bureau,Mobilier,5,81.82,Entrepot Sud
C202606130467,2026-06-13,CL0123,Plante verte,Maison,3,27.97,Entrepot Sud
C202606130468,2026-06-13,CL0129,Console jeux,Electronique,5,335.69,Entrepot Nord
C202606130469,2026-06-13,CL0020,Plante verte,Maison,3,39.99,Entrepot Sud
C202606130470,2026-06-13,CL0082,Plante verte,Maison,5,26.31,Entrepot Sud
C202606130471,2026-06-13,CL0111,Casque audio,Electronique,3,67.35,Entrepot Nord
C202606130472,2026-06-13,CL0276,Livre,Culture,4,21.26,Entrepot Nord
C202606130473,2026-06-13,CL0089,Plante verte,Maison,5,14.15,Entrepot Sud
C202606130474,2026-06-13,CL0383,Livre,Culture,1,14.47,Entrepot Est
C202606130475,2026-06-13,CL0336,Chaise bureau,Mobilier,3,72.72,Entrepot Sud
C202606130476,2026-06-13,CL0167,Plante verte,Maison,2,15.48,Entrepot Nord
C202606130477,2026-06-13,CL0229,Casque audio,Electronique,4,91.91,Entrepot Nord
C202606130478,2026-06-13,CL0391,Livre,Culture,3,11.16,Entrepot Nord
C202606130479,2026-06-13,CL0366,Plante verte,Maison,3,33.25,Entrepot Nord
C202606130480,2026-06-13,CL0186,Plante verte,Maison,5,13.82,Entrepot Nord
C202606130481,2026-06-13,CL0285,Chaise bureau,Mobilier,5,104.87,Entrepot Est
C202606130482,2026-06-13,CL0007,Chaise bureau,Mobilier,4,103.82,Entrepot Est
C202606130483,2026-06-13,CL0324,Casque audio,Electronique,4,96.8,Entrepot Nord
C202606130484,2026-06-13,CL0113,Chaise bureau,Mobilier,3,154.84,Entrepot Sud
C202606130485,2026-06-13,CL0390,Chaise bureau,Mobilier,2,197.39,Entrepot Nord
C202606130486,2026-06-13,CL0194,Plante verte,Maison,5,21.97,Entrepot Sud
C202606130487,2026-06-13,CL0302,Casque audio,Electronique,1,88.15,Entrepot Sud
C202606130488,2026-06-13,CL0255,Console jeux,Electronique,4,357.59,Entrepot Sud
C202606130489,2026-06-13,CL0387,Livre,Culture,4,21.33,Entrepot Sud
C202606130490,2026-06-13,CL0112,Livre,Culture,4,24.71,Entrepot Nord
C202606130491,2026-06-13,CL0150,Chaise bureau,Mobilier,4,207.72,Entrepot Sud
C202606130492,2026-06-13,CL0106,Livre,Culture,4,21.63,Entrepot Sud
C202606130493,2026-06-13,CL0102,Chaise bureau,Mobilier,5,153.43,Entrepot Nord
C202606130494,2026-06-13,CL0179,Chaise bureau,Mobilier,4,125.16,Entrepot Nord
C202606130495,2026-06-13,CL0147,Livre,Culture,5,10.49,Entrepot Nord
C202606130496,2026-06-13,CL0050,Casque audio,Electronique,3,101.34,Entrepot Nord
C202606130497,2026-06-13,CL0329,Chaise bureau,Mobilier,3,204.42,Entrepot Nord
C202606130498,2026-06-13,CL0288,Plante verte,Maison,3,33.42,Entrepot Sud
C202606130499,2026-06-13,CL0374,Chaise bureau,Mobilier,3,185.09,Entrepot Est
C202606130500,2026-06-13,CL0102,Casque audio,Electronique,2,69.76,Entrepot Nord
C202606130501,2026-06-13,CL0332,Plante verte,Maison,3,37.15,Entrepot Nord
C202606130502,2026-06-13,CL0140,Chaise bureau,Mobilier,3,62.58,Entrepot Est
C202606130503,2026-06-13,CL0176,Livre,Culture,2,14.21,Entrepot Sud
C202606130504,2026-06-13,CL0297,Casque audio,Electronique,5,58.48,Entrepot Nord
C202606130505,2026-06-13,CL0397,Plante verte,Maison,4,20.54,Entrepot Sud
C202606130506,2026-06-13,CL0135,Casque audio,Electronique,3,76.56,Entrepot Sud
C202606130507,2026-06-13,CL0069,Console jeux,Electronique,2,318.89,Entrepot Nord
C202606130508,2026-06-13,CL0127,Livre,Culture,3,18.34,Entrepot Nord
C202606130509,2026-06-13,CL0067,Livre,Culture,1,11.35,Entrepot Sud
C202606130510,2026-06-13,CL0341,Console jeux,Electronique,4,287.64,Entrepot Nord
C202606130511,2026-06-13,CL0266,Casque audio,Electronique,2,94.88,Entrepot Nord
C202606130512,2026-06-13,CL0044,Plante verte,Maison,2,13.26,Entrepot Nord
C202606130513,2026-06-13,CL0271,Chaise bureau,Mobilier,3,82.37,Entrepot Nord
C202606130514,2026-06-13,CL0193,Livre,Culture,1,16.79,Entrepot Nord
C202606130515,2026-06-13,CL0241,Livre,Culture,3,11.7,Entrepot Sud
C202606130516,2026-06-13,CL0396,Casque audio,Electronique,4,70.35,Entrepot Nord
C202606130517,2026-06-13,CL0103,Chaise bureau,Mobilier,1,243.6,Entrepot Est
C202606130518,2026-06-13,CL0353,Livre,Culture,5,16.54,Entrepot Est
C202606130519,2026-06-13,CL0077,Plante verte,Maison,2,28.82,Entrepot Nord
C202606130520,2026-06-13,CL0163,Casque audio,Electronique,2,103.77,Entrepot Sud
C202606130521,2026-06-13,CL0023,Chaise bureau,Mobilier,1,138.01,Entrepot Sud
C202606130522,2026-06-13,CL0139,Chaise bureau,Mobilier,4,213.06,Entrepot Nord
C202606130523,2026-06-13,CL0097,Chaise bureau,Mobilier,3,214.85,Entrepot Est
C202606130524,2026-06-13,CL0347,Plante verte,Maison,2,14.22,Entrepot Est
C202606130525,2026-06-13,CL0033,Console jeux,Electronique,4,247.05,Entrepot Sud
C202606130526,2026-06-13,CL0311,Casque audio,Electronique,5,97.81,Entrepot Sud
C202606130527,2026-06-13,CL0305,Livre,Culture,1,16.95,Entrepot Nord
C202606130528,2026-06-13,CL0290,Chaise bureau,Mobilier,3,234.05,Entrepot Nord
C202606130529,2026-06-13,CL0107,Chaise bureau,Mobilier,5,67.81,Entrepot Nord
C202606130530,2026-06-13,CL0341,Livre,Culture,2,10.49,Entrepot Est
C202606130531,2026-06-13,CL0002,Console jeux,Electronique,3,232.79,Entrepot Nord
C202606130532,2026-06-13,CL0054,Plante verte,Maison,4,31.53,Entrepot Sud
C202606130533,2026-06-13,CL0022,Plante verte,Maison,5,35.55,Entrepot Sud
C202606130534,2026-06-13,CL0075,Plante verte,Maison,2,25.8,Entrepot Nord
C202606130535,2026-06-13,CL0216,Console jeux,Electronique,4,400.51,Entrepot Nord
C202606130536,2026-06-13,CL0332,Chaise bureau,Mobilier,3,76.15,Entrepot Nord
C202606130537,2026-06-13,CL0274,Chaise bureau,Mobilier,5,78.61,Entrepot Est
C202606130538,2026-06-13,CL0009,Console jeux,Electronique,2,447.23,Entrepot Nord
C202606130539,2026-06-13,CL0025,Casque audio,Electronique,3,62.35,Entrepot Nord
C202606130540,2026-06-13,CL0248,Plante verte,Maison,2,12.97,Entrepot Est
C202606130541,2026-06-13,CL0106,Livre,Culture,4,13.13,Entrepot Sud
C202606130542,2026-06-13,CL0241,Livre,Culture,5,19.58,Entrepot Nord
C202606130543,2026-06-13,CL0172,Livre,Culture,1,13.85,Entrepot Est
C202606130544,2026-06-13,CL0383,Casque audio,Electronique,2,78.07,Entrepot Nord
C202606130545,2026-06-13,CL0288,Chaise bureau,Mobilier,5,208.11,Entrepot Sud
C202606130546,2026-06-13,CL0253,Livre,Culture,1,19.15,Entrepot Sud
C202606130547,2026-06-13,CL0219,Console jeux,Electronique,4,343.15,Entrepot Nord
C202606130548,2026-06-13,CL0186,Plante verte,Maison,1,24.1,Entrepot Sud
C202606130549,2026-06-13,CL0153,Console jeux,Electronique,4,236.85,Entrepot Nord
C202606130550,2026-06-13,CL0059,Console jeux,Electronique,1,310.15,Entrepot Nord
C202606130551,2026-06-13,CL0188,Plante verte,Maison,4,24.57,Entrepot Sud
C202606130552,2026-06-13,CL0027,Casque audio,Electronique,2,87.39,Entrepot Nord
C202606130553,2026-06-13,CL0121,Chaise bureau,Mobilier,4,187.98,Entrepot Est
C202606130554,2026-06-13,CL0241,Livre,Culture,4,12.33,Entrepot Sud
C202606130555,2026-06-13,CL0188,Plante verte,Maison,4,15.27,Entrepot Nord
C202606130556,2026-06-13,CL0367,Casque audio,Electronique,3,89.53,Entrepot Est
C202606130557,2026-06-13,CL0111,Plante verte,Maison,2,39.11,Entrepot Nord
C202606130558,2026-06-13,CL0392,Casque audio,Electronique,4,94.92,Entrepot Nord
C202606130559,2026-06-13,CL0216,Console jeux,Electronique,2,224.92,Entrepot Sud
C202606130560,2026-06-13,CL0063,Plante verte,Maison,2,26.09,Entrepot Sud
C202606130561,2026-06-13,CL0167,Console jeux,Electronique,2,309.88,Entrepot Nord
C202606130562,2026-06-13,CL0373,Casque audio,Electronique,4,90.9,Entrepot Est
C202606130563,2026-06-13,CL0034,Console jeux,Electronique,3,441.71,Entrepot Sud
C202606130564,2026-06-13,CL0320,Chaise bureau,Mobilier,5,63.6,Entrepot Nord
C202606130565,2026-06-13,CL0064,Livre,Culture,5,13.82,Entrepot Nord
C202606130566,2026-06-13,CL0275,Chaise bureau,Mobilier,5,99.0,Entrepot Est
C202606130567,2026-06-13,CL0131,Console jeux,Electronique,2,425.18,Entrepot Sud
C202606130568,2026-06-13,CL0151,Console jeux,Electronique,3,311.67,Entrepot Sud
C202606130569,2026-06-13,CL0301,Chaise bureau,Mobilier,4,100.41,Entrepot Sud
C202606130570,2026-06-13,CL0171,Livre,Culture,4,10.24,Entrepot Nord
C202606130571,2026-06-13,CL0244,Livre,Culture,4,21.92,Entrepot Nord
C202606130572,2026-06-13,CL0218,Plante verte,Maison,2,33.68,Entrepot Est
C202606130573,2026-06-13,CL0350,Chaise bureau,Mobilier,2,245.79,Entrepot Sud
C202606130574,2026-06-13,CL0066,Livre,Culture,4,24.68,Entrepot Est
C202606130575,2026-06-13,CL0071,Chaise bureau,Mobilier,4,157.44,Entrepot Sud
C202606130576,2026-06-13,CL0136,Livre,Culture,3,24.74,Entrepot Sud
C202606130577,2026-06-13,CL0047,Casque audio,Electronique,4,58.98,Entrepot Est
C202606130578,2026-06-13,CL0168,Livre,Culture,1,21.99,Entrepot Sud
C202606130579,2026-06-13,CL0178,Console jeux,Electronique,2,446.43,Entrepot Est
C202606130580,2026-06-13,CL0023,Casque audio,Electronique,5,94.04,Entrepot Nord
C202606130581,2026-06-13,CL0041,Casque audio,Electronique,2,87.47,Entrepot Est
C202606130582,2026-06-13,CL0279,Console jeux,Electronique,4,248.18,Entrepot Nord
C202606130583,2026-06-13,CL0132,Chaise bureau,Mobilier,4,68.74,Entrepot Est
C202606130584,2026-06-13,CL0284,Casque audio,Electronique,4,93.98,Entrepot Nord
C202606130585,2026-06-13,CL0310,Chaise bureau,Mobilier,1,201.82,Entrepot Est
C202606130586,2026-06-13,CL0120,Chaise bureau,Mobilier,3,112.08,Entrepot Sud
C202606130587,2026-06-13,CL0096,Casque audio,Electronique,1,90.93,Entrepot Nord
C202606130588,2026-06-13,CL0085,Plante verte,Maison,3,38.06,Entrepot Nord
C202606130589,2026-06-13,CL0057,Console jeux,Electronique,5,273.81,Entrepot Sud
C202606130590,2026-06-13,CL0264,Console jeux,Electronique,2,207.67,Entrepot Nord
C202606130591,2026-06-13,CL0298,Plante verte,Maison,2,27.5,Entrepot Sud
C202606130592,2026-06-13,CL0010,Plante verte,Maison,2,13.17,Entrepot Est
C202606130593,2026-06-13,CL0095,Chaise bureau,Mobilier,2,64.88,Entrepot Nord
C202606130594,2026-06-13,CL0353,Livre,Culture,3,13.0,Entrepot Est
C202606130595,2026-06-13,CL0210,Casque audio,Electronique,5,96.48,Entrepot Sud
C202606130596,2026-06-13,CL0069,Livre,Culture,5,19.2,Entrepot Nord
C202606130597,2026-06-13,CL0156,Plante verte,Maison,2,24.47,Entrepot Nord
C202606130598,2026-06-13,CL0207,Plante verte,Maison,2,27.44,Entrepot Sud
C202606130599,2026-06-13,CL0234,Chaise bureau,Mobilier,1,160.56,Entrepot Sud
C202606130600,2026-06-13,CL0061,Casque audio,Electronique,5,86.55,Entrepot Sud
C202606130601,2026-06-13,CL0169,Console jeux,Electronique,3,352.37,Entrepot Nord
C202606130602,2026-06-13,CL0093,Chaise bureau,Mobilier,4,63.59,Entrepot Nord
C202606130603,2026-06-13,CL0390,Plante verte,Maison,3,20.88,Entrepot Nord
C202606130604,2026-06-13,CL0079,Chaise bureau,Mobilier,1,130.6,Entrepot Nord
C202606130605,2026-06-13,CL0156,Plante verte,Maison,4,30.27,Entrepot Nord
C202606130606,2026-06-13,CL0029,Chaise bureau,Mobilier,5,79.24,Entrepot Nord
C202606130607,2026-06-13,CL0390,Chaise bureau,Mobilier,5,136.7,Entrepot Est
C202606130608,2026-06-13,CL0071,Console jeux,Electronique,5,347.69,Entrepot Nord
C202606130609,2026-06-13,CL0337,Casque audio,Electronique,3,92.13,Entrepot Sud
C202606130610,2026-06-13,CL0145,Plante verte,Maison,1,13.13,Entrepot Est
C202606130611,2026-06-13,CL0276,Console jeux,Electronique,5,245.15,Entrepot Est
C202606130612,2026-06-13,CL0072,Casque audio,Electronique,2,113.99,Entrepot Nord
C202606130613,2026-06-13,CL0122,Plante verte,Maison,5,34.59,Entrepot Sud
C202606130614,2026-06-13,CL0399,Casque audio,Electronique,2,45.8,Entrepot Nord
C202606130615,2026-06-13,CL0081,Livre,Culture,4,17.03,Entrepot Sud
C202606130616,2026-06-13,CL0143,Console jeux,Electronique,5,299.49,Entrepot Nord
C202606130617,2026-06-13,CL0375,Casque audio,Electronique,2,96.03,Entrepot Nord
C202606130618,2026-06-13,CL0351,Plante verte,Maison,1,22.19,Entrepot Est
C202606130619,2026-06-13,CL0339,Console jeux,Electronique,4,232.3,Entrepot Sud
C202606130620,2026-06-13,CL0366,Console jeux,Electronique,3,440.06,Entrepot Nord
C202606130621,2026-06-13,CL0173,Plante verte,Maison,5,35.8,Entrepot Nord
C202606130622,2026-06-13,CL0333,Plante verte,Maison,4,22.44,Entrepot Est
C202606130623,2026-06-13,CL0046,Plante verte,Maison,1,37.64,Entrepot Nord
C202606130624,2026-06-13,CL0230,Console jeux,Electronique,4,280.47,Entrepot Nord
C202606130625,2026-06-13,CL0287,Casque audio,Electronique,4,113.17,Entrepot Est
C202606130626,2026-06-13,CL0178,Plante verte,Maison,5,20.64,Entrepot Sud
C202606130627,2026-06-13,CL0064,Plante verte,Maison,2,35.13,Entrepot Nord
C202606130628,2026-06-13,CL0342,Console jeux,Electronique,3,378.07,Entrepot Sud
C202606130629,2026-06-13,CL0012,Livre,Culture,2,11.77,Entrepot Nord
C202606130630,2026-06-13,CL0215,Plante verte,Maison,3,20.02,Entrepot Nord
C202606130631,2026-06-13,CL0390,Chaise bureau,Mobilier,5,134.03,Entrepot Sud
C202606130632,2026-06-13,CL0147,Console jeux,Electronique,2,317.78,Entrepot Nord
C202606130633,2026-06-13,CL0166,Plante verte,Maison,1,14.73,Entrepot Est
C202606130634,2026-06-13,CL0251,Livre,Culture,5,22.94,Entrepot Est
C202606130635,2026-06-13,CL0309,Livre,Culture,2,12.61,Entrepot Sud
C202606130636,2026-06-13,CL0179,Casque audio,Electronique,3,45.47,Entrepot Nord
C202606130637,2026-06-13,CL0174,Plante verte,Maison,5,33.04,Entrepot Est
C202606130638,2026-06-13,CL0012,Chaise bureau,Mobilier,3,215.03,Entrepot Nord
C202606130639,2026-06-13,CL0161,Console jeux,Electronique,1,315.43,Entrepot Est
C202606130640,2026-06-13,CL0210,Livre,Culture,5,9.77,Entrepot Nord
