id_commande,date,client_id,produit,categorie,quantite,prix_unitaire,entrepot
C202606120321,2026-06-12,CL0129,Plante verte,Maison,4,37.43,Entrepot Nord
C202606120322,2026-06-12,CL0103,Console jeux,Electronique,2,240.21,Entrepot Sud
C202606120323,2026-06-12,CL0278,Console jeux,Electronique,3,225.27,Entrepot Sud
C202606120324,2026-06-12,CL0190,Livre,Culture,4,16.71,Entrepot Sud
C202606120325,2026-06-12,CL0108,Console jeux,Electronique,3,302.59,Entrepot Est
C202606120326,2026-06-12,CL0374,Livre,Culture,4,16.73,Entrepot Est
C202606120327,2026-06-12,CL0196,Console jeux,Electronique,3,359.39,Entrepot Nord
C202606120328,2026-06-12,CL0216,Plante verte,Maison,1,12.37,Entrepot Nord
C202606120329,2026-06-12,CL0380,Chaise bureau,Mobilier,5,110.38,Entrepot Nord
C202606120330,2026-06-12,CL0201,Plante verte,Maison,5,39.2,Entrepot Est
C202606120331,2026-06-12,CL0036,Plante verte,Maison,2,16.61,Entrepot Est
C202606120332,2026-06-12,CL0075,Livre,Culture,4,18.92,Entrepot Sud
C202606120333,2026-06-12,CL0281,Chaise bureau,Mobilier,4,148.94,Entrepot Nord
C202606120334,2026-06-12,CL0137,Livre,Culture,4,14.03,Entrepot Est
C202606120335,2026-06-12,CL0247,Plante verte,Maison,3,39.52,Entrepot Sud
C202606120336,2026-06-12,CL0165,Casque audio,Electronique,3,71.85,Entrepot Sud
C202606120337,2026-06-12,CL0338,Plante verte,Maison,4,24.0,Entrepot Sud
C202606120338,2026-06-12,CL0030,Chaise bureau,Mobilier,2,236.46,Entrepot Est
C202606120339,2026-06-12,CL0072,Casque audio,Electronique,5,112.94,Entrepot Sud
C202606120340,2026-06-12,CL0006,Console jeux,Electronique,3,358.29,Entrepot Nord
C202606120341,2026-06-12,CL0052,Livre,Culture,1,19.15,Entrepot Nord
C202606120342,2026-06-12,CL0232,Console jeux,Electronique,2,413.54,Entrepot Nord
C202606120343,2026-06-12,CL0274,Chaise bureau,Mobilier,2,99.62,Entrepot Nord
C202606120344,2026-06-12,CL0047,Livre,Culture,5,23.15,Entrepot Sud
C202606120345,2026-06-12,CL0272,Console jeux,Electronique,3,249.34,Entrepot Sud
C202606120346,2026-06-12,CL0061,Casque audio,Electronique,4,95.34,Entrepot Nord
C202606120347,2026-06-12,CL0253,Chaise bureau,Mobilier,4,104.49,Entrepot Nord
C202606120348,2026-06-12,CL0359,Console jeux,Electronique,1,321.09,Entrepot Est
C202606120349,2026-06-12,CL0377,Plante verte,Maison,2,25.95,Entrepot Sud
C202606120350,2026-06-12,CL0289,Casque audio,Electronique,2,108.06,Entrepot Nord
C202606120351,2026-06-12,CL0215,Plante verte,Maison,3,35.54,Entrepot Nord
C202606120352,2026-06-12,CL0015,Casque audio,Electronique,2,92.78,Entrepot Sud
C202606120353,2026-06-12,CL0170,Casque audio,Electronique,5,48.44,Entrepot Sud
C202606120354,2026-06-12,CL0074,Casque audio,Electronique,5,81.31,Entrepot Sud
C202606120355,2026-06-12,CL0174,Casque audio,Electronique,2,98.86,Entrepot Sud
C202606120356,2026-06-12,CL0284,Casque audio,Electronique,3,70.6,Entrepot Sud
C202606120357,2026-06-12,CL0284,Livre,Culture,3,15.4,Entrepot Nord
C202606120358,2026-06-12,CL0207,Casque audio,Electronique,3,66.97,Entrepot Est
C202606120359,2026-06-12,CL0177,Chaise bureau,Mobilier,5,247.01,Entrepot Est
C202606120360,2026-06-12,CL0163,Livre,Culture,4,21.46,Entrepot Nord
C202606120361,2026-06-12,CL0021,Chaise bureau,Mobilier,2,171.43,Entrepot Sud
C202606120362,2026-06-12,CL0026,Plante verte,Maison,5,36.8,Entrepot Sud
C202606120363,2026-06-12,CL0244,Plante verte,Maison,3,15.04,Entrepot Nord
C202606120364,2026-06-12,CL0314,Console jeux,Electronique,1,397.26,Entrepot Est
C202606120365,2026-06-12,CL0353,Plante verte,Maison,5,16.12,Entrepot Sud
C202606120366,2026-06-12,CL0235,Console jeux,Electronique,1,253.13,Entrepot Sud
C202606120367,2026-06-12,CL0216,Livre,Culture,1,19.28,Entrepot Est
C202606120368,2026-06-12,CL0159,Casque audio,Electronique,1,72.67,Entrepot Est
C202606120369,2026-06-12,CL0018,Console jeux,Electronique,3,415.61,Entrepot Nord
C202606120370,2026-06-12,CL0028,Chaise bureau,Mobilier,1,141.83,Entrepot Sud
C202606120371,2026-06-12,CL0397,Plante verte,Maison,5,26.62,Entrepot Est
C202606120372,2026-06-12,CL0035,Plante verte,Maison,5,31.48,Entrepot Nord
C202606120373,2026-06-12,CL0338,Casque audio,Electronique,4,89.54,Entrepot Est
C202606120374,2026-06-12,CL0043,Livre,Culture,4,21.09,Entrepot Sud
C202606120375,2026-06-12,CL0219,Plante verte,Maison,2,37.08,Entrepot Sud
C202606120376,2026-06-12,CL0046,Casque audio,Electronique,1,96.28,Entrepot Nord
C202606120377,2026-06-12,CL0369,Livre,Culture,1,10.19,Entrepot Nord
C202606120378,2026-06-12,CL0026,Console jeux,Electronique,2,312.69,Entrepot Sud
C202606120379,2026-06-12,CL0322,Chaise bureau,Mobilier,2,198.65,Entrepot Nord
C202606120380,2026-06-12,CL0131,Console jeux,Electronique,4,315.14,Entrepot Est
C202606120381,2026-06-12,CL0334,Casque audio,Electronique,1,45.86,Entrepot Nord
C202606120382,2026-06-12,CL0308,Console jeux,Electronique,1,297.24,Entrepot Nord
C202606120383,2026-06-12,CL0295,Livre,Culture,4,18.35,Entrepot Nord
C202606120384,2026-06-12,CL0060,Plante verte,Maison,4,30.95,Entrepot Nord
C202606120385,2026-06-12,CL0198,Chaise bureau,Mobilier,2,179.64,Entrepot Nord
C202606120386,2026-06-12,CL0150,Plante verte,Maison,3,33.97,Entrepot Sud
C202606120387,2026-06-12,CL0308,Chaise bureau,Mobilier,1,178.15,Entrepot Sud
C202606120388,2026-06-12,CL0078,Chaise bureau,Mobilier,5,197.88,Entrepot Nord
C202606120389,2026-06-12,CL0127,Console jeux,Electronique,3,346.17,Entrepot Est
C202606120390,2026-06-12,CL0120,Plante verte,Maison,4,31.18,Entrepot Sud
C202606120391,2026-06-12,CL0138,Plante verte,Maison,3,31.28,Entrepot Nord
C202606120392,2026-06-12,CL0022,Plante verte,Maison,2,28.43,Entrepot Est
C202606120393,2026-06-12,CL0293,Chaise bureau,Mobilier,2,214.23,Entrepot Est
C202606120394,2026-06-12,CL0281,Livre,Culture,3,24.58,Entrepot Sud
C202606120395,2026-06-12,CL0249,Plante verte,Maison,3,26.97,Entrepot Sud
C202606120396,2026-06-12,CL0120,Plante verte,Maison,2,34.06,Entrepot Sud
C202606120397,2026-06-12,CL0363,Chaise bureau,Mobilier,5,70.94,Entrepot Nord
C202606120398,2026-06-12,CL0198,Livre,Culture,3,17.97,Entrepot Nord
C202606120399,2026-06-12,CL0396,Plante verte,Maison,5,14.46,Entrepot Est
C202606120400,2026-06-12,CL0133,Casque audio,Electronique,2,74.86,Entrepot Sud
C202606120401,2026-06-12,CL0097,Console jeux,Electronique,3,319.15,Entrepot Sud
C202606120402,2026-06-12,CL0149,Livre,Culture,2,9.57,Entrepot Est
C202606120403,2026-06-12,CL0265,Chaise bureau,Mobilier,5,167.24,Entrepot Nord
C202606120404,2026-06-12,CL0192,Livre,Culture,2,8.76,Entrepot Est
C202606120405,2026-06-12,CL0080,Casque audio,Electronique,3,92.46,Entrepot Sud
C202606120406,2026-06-12,CL0311,Chaise bureau,Mobilier,5,65.77,Entrepot Nord
C202606120407,2026-06-12,CL0290,Casque audio,Electronique,1,47.52,Entrepot Est
C202606120408,2026-06-12,CL0399,Plante verte,Maison,5,27.88,Entrepot Nord
C202606120409,2026-06-12,CL0304,Chaise bureau,Mobilier,4,78.45,Entrepot Nord
C202606120410,2026-06-12,CL0103,Console jeux,Electronique,2,263.5,Entrepot Nord
C202606120411,2026-06-12,CL0286,Livre,Culture,4,9.42,Entrepot Nord
C202606120412,2026-06-12,CL0033,Chaise bureau,Mobilier,4,152.5,Entrepot Est
C202606120413,2026-06-12,CL0047,Console jeux,Electronique,4,430.54,Entrepot Sud
C202606120414,2026-06-12,CL0343,Chaise bureau,Mobilier,3,167.25,Entrepot Sud
C202606120415,2026-06-12,CL0190,Console jeux,Electronique,4,245.67,Entrepot Est
C202606120416,2026-06-12,CL0181,Livre,Culture,2,10.93,Entrepot Est
C202606120417,2026-06-12,CL0025,Casque audio,Electronique,5,112.84,Entrepot Est
C202606120418,2026-06-12,CL0248,Chaise bureau,Mobilier,5,194.83,Entrepot Sud
C202606120419,2026-06-12,CL0102,Casque audio,Electronique,1,55.86,Entrepot Sud
C202606120420,2026-06-12,CL0054,Chaise bureau,Mobilier,5,172.38,Entrepot Sud
C202606120421,2026-06-12,CL0192,Plante verte,Maison,3,22.41,Entrepot Nord
C202606120422,2026-06-12,CL0074,Plante verte,Maison,4,16.72,Entrepot Nord
C202606120423,2026-06-12,CL0019,Casque audio,Electronique,4,98.79,Entrepot Nord
C202606120424,2026-06-12,CL0192,Livre,Culture,2,9.32,Entrepot Sud
C202606120425,2026-06-12,CL0198,Livre,Culture,4,24.29,Entrepot Est
C202606120426,2026-06-12,CL0120,Casque audio,Electronique,1,78.93,Entrepot Nord
C202606120427,2026-06-12,CL0114,Plante verte,Maison,1,29.59,Entrepot Nord
C202606120428,2026-06-12,CL0075,Casque audio,Electronique,2,98.53,Entrepot Sud
C202606120429,2026-06-12,CL0080,Plante verte,Maison,2,19.46,Entrepot Nord
C202606120430,2026-06-12,CL0086,Casque audio,Electronique,3,87.82,Entrepot Nord
C202606120431,2026-06-12,CL0248,Chaise bureau,Mobilier,4,80.76,Entrepot Nord
C202606120432,2026-06-12,CL0343,Casque audio,Electronique,2,118.4,Entrepot Nord
C202606120433,2026-06-12,CL0132,Livre,Culture,5,16.12,Entrepot Nord
C202606120434,2026-06-12,CL0123,Livre,Culture,3,15.35,Entrepot Nord
C202606120435,2026-06-12,CL0084,Livre,Culture,1,14.63,Entrepot Nord
C202606120436,2026-06-12,CL0227,Casque audio,Electronique,3,55.83,Entrepot Sud
C202606120437,2026-06-12,CL0270,Console jeux,Electronique,3,327.7,Entrepot Nord
C202606120438,2026-06-12,CL0210,Chaise bureau,Mobilier,2,128.42,Entrepot Nord
C202606120439,2026-06-12,CL0093,Livre,Culture,3,17.71,Entrepot Nord
C202606120440,2026-06-12,CL0041,Console jeux,Electronique,2,377.9,Entrepot Nord
C202606120441,2026-06-12,CL0090,Casque audio,Electronique,5,99.81,Entrepot Sud
C202606120442,2026-06-12,CL0099,Livre,Culture,2,18.41,Entrepot Sud
C202606120443,2026-06-12,CL0376,Console jeux,Electronique,3,250.57,Entrepot Nord
C202606120444,2026-06-12,CL0266,Console jeux,Electronique,4,410.27,Entrepot Est
C202606120445,2026-06-12,CL0253,Chaise bureau,Mobilier,3,113.53,Entrepot Sud
C202606120446,2026-06-12,CL0069,Casque audio,Electronique,1,75.71,Entrepot Sud
C202606120447,2026-06-12,CL0188,Chaise bureau,Mobilier,2,95.35,Entrepot Est
C202606120448,2026-06-12,CL0003,Casque audio,Electronique,2,97.67,Entrepot Sud
C202606120449,2026-06-12,CL0037,Chaise bureau,Mobilier,5,237.1,Entrepot Est
C202606120450,2026-06-12,CL0165,Casque audio,Electronique,3,98.59,Entrepot Est
C202606120451,2026-06-12,CL0056,Plante verte,Maison,5,33.04,Entrepot Nord
C202606120452,2026-06-12,CL0276,Plante verte,Maison,4,26.37,Entrepot Sud
C202606120453,2026-06-12,CL0317,Livre,Culture,1,12.14,Entrepot Nord
C202606120454,2026-06-12,CL0016,Livre,Culture,2,9.75,Entrepot Nord
C202606120455,2026-06-12,CL0134,Casque audio,Electronique,1,114.47,Entrepot Sud
C202606120456,2026-06-12,CL0123,Casque audio,Electronique,5,92.76,Entrepot Nord
C202606120457,2026-06-12,CL0092,Plante verte,Maison,1,21.82,Entrepot Nord
C202606120458,2026-06-12,CL0257,Casque audio,Electronique,3,54.23,Entrepot Nord
C202606120459,2026-06-12,CL0071,Chaise bureau,Mobilier,1,83.19,Entrepot Nord
C202606120460,2026-06-12,CL0343,Console jeux,Electronique,5,256.86,Entrepot Nord
C202606120461,2026-06-12,CL0010,Console jeux,Electronique,4,386.64,Entrepot Nord
C202606120462,2026-06-12,CL0019,Plante verte,Maison,4,28.72,Entrepot Sud
C202606120463,2026-06-12,CL0124,Plante verte,Maison,1,33.75,Entrepot Nord
C202606120464,2026-06-12,CL0165,Chaise bureau,Mobilier,4,220.17,Entrepot Sud
C202606120465,2026-06-12,CL0349,Plante verte,Maison,5,13.5,Entrepot Sud
C202606120466,2026-06-12,CL0006,Chaise bureau,Mobilier,2,225.39,Entrepot Sud
C202606120467,2026-06-12,CL0222,Chaise bureau,Mobilier,1,160.85,Entrepot Nord
C202606120468,2026-06-12,CL0216,Livre,Culture,5,19.38,Entrepot Nord
C202606120469,2026-06-12,CL0021,Plante verte,Maison,4,29.73,Entrepot Est
C202606120470,2026-06-12,CL0140,Casque audio,Electronique,5,64.93,Entrepot Sud
C202606120471,2026-06-12,CL0267,Console jeux,Electronique,1,355.31,Entrepot Nord
C202606120472,2026-06-12,CL0058,Casque audio,Electronique,4,62.75,Entrepot Nord
C202606120473,2026-06-12,CL0305,Chaise bureau,Mobilier,3,183.03,Entrepot Nord
C202606120474,2026-06-12,CL0076,Console jeux,Electronique,3,221.12,Entrepot Sud
C202606120475,2026-06-12,CL0209,Plante verte,Maison,1,26.33,Entrepot Est
C202606120476,2026-06-12,CL0380,Console jeux,Electronique,3,268.53,Entrepot Sud
C202606120477,2026-06-12,CL0292,Console jeux,Electronique,3,409.94,Entrepot Sud
C202606120478,2026-06-12,CL0236,Livre,Culture,4,11.42,Entrepot Sud
C202606120479,2026-06-12,CL0159,Console jeux,Electronique,3,353.2,Entrepot Nord
C202606120480,2026-06-12,CL0280,Casque audio,Electronique,2,70.02,Entrepot Nord
C202606120481,2026-06-12,CL0084,Plante verte,Maison,5,23.1,Entrepot Est
C202606120482,2026-06-12,CL0146,Livre,Culture,3,17.46,Entrepot Nord
C202606120483,2026-06-12,CL0283,Livre,Culture,3,8.97,Entrepot Nord
C202606120484,2026-06-12,CL0032,Casque audio,Electronique,5,110.35,Entrepot Nord
C202606120485,2026-06-12,CL0391,Console jeux,Electronique,4,408.58,Entrepot Nord
C202606120486,2026-06-12,CL0379,Casque audio,Electronique,5,61.89,Entrepot Est
C202606120487,2026-06-12,CL0346,Livre,Culture,4,13.73,Entrepot Nord
C202606120488,2026-06-12,CL0266,Livre,Culture,5,18.38,Entrepot Nord
C202606120489,2026-06-12,CL0324,Casque audio,Electronique,4,65.15,Entrepot Sud
C202606120490,2026-06-12,CL0393,Livre,Culture,4,22.8,Entrepot Nord
C202606120491,2026-06-12,CL0293,Console jeux,Electronique,5,229.36,Entrepot Nord
C202606120492,2026-06-12,CL0319,Livre,Culture,4,22.45,Entrepot Nord
C202606120493,2026-06-12,CL0235,Console jeux,Electronique,1,294.89,Entrepot Nord
C202606120494,2026-06-12,CL0285,Chaise bureau,Mobilier,3,115.65,Entrepot Nord
C202606120495,2026-06-12,CL0382,Console jeux,Electronique,4,362.05,Entrepot Nord
C202606120496,2026-06-12,CL0156,Plante verte,Maison,4,24.43,Entrepot Nord
C202606120497,2026-06-12,CL0046,Livre,Culture,4,17.78,Entrepot Sud
C202606120498,2026-06-12,CL0125,Chaise bureau,Mobilier,3,244.1,Entrepot Sud
C202606120499,2026-06-12,CL0006,Chaise bureau,Mobilier,2,244.7,Entrepot Est
C202606120500,2026-06-12,CL0154,Casque audio,Electronique,1,64.24,Entrepot Est
C202606120501,2026-06-12,CL0265,Console jeux,Electronique,3,334.62,Entrepot Est
C202606120502,2026-06-12,CL0305,Console jeux,Electronique,4,297.38,Entrepot Nord
C202606120503,2026-06-12,CL0269,Chaise bureau,Mobilier,4,240.1,Entrepot Sud
C202606120504,2026-06-12,CL0333,Livre,Culture,1,14.96,Entrepot Sud
C202606120505,2026-06-12,CL0216,Console jeux,Electronique,5,238.56,Entrepot Nord
C202606120506,2026-06-12,CL0301,Plante verte,Maison,4,24.32,Entrepot Sud
C202606120507,2026-06-12,CL0186,Chaise bureau,Mobilier,5,201.83,Entrepot Nord
C202606120508,2026-06-12,CL0263,Chaise bureau,Mobilier,3,245.9,Entrepot Est
C202606120509,2026-06-12,CL0176,Livre,Culture,1,19.15,Entrepot Nord
C202606120510,2026-06-12,CL0262,Console jeux,Electronique,4,357.78,Entrepot Sud
C202606120511,2026-06-12,CL0031,Livre,Culture,5,23.18,Entrepot Nord
C202606120512,2026-06-12,CL0324,Console jeux,Electronique,5,226.66,Entrepot Sud
C202606120513,2026-06-12,CL0364,Casque audio,Electronique,4,45.81,Entrepot Nord
C202606120514,2026-06-12,CL0051,Console jeux,Electronique,1,429.26,Entrepot Nord
C202606120515,2026-06-12,CL0255,Console jeux,Electronique,1,367.03,Entrepot Nord
C202606120516,2026-06-12,CL0273,Console jeux,Electronique,5,266.5,Entrepot Sud
C202606120517,2026-06-12,CL0063,Console jeux,Electronique,2,343.62,Entrepot Nord
C202606120518,2026-06-12,CL0015,Livre,Culture,2,16.81,Entrepot Sud
C202606120519,2026-06-12,CL0240,Casque audio,Electronique,1,57.79,Entrepot Sud
C202606120520,2026-06-12,CL0007,Console jeux,Electronique,4,401.65,Entrepot Nord
C202606120521,2026-06-12,CL0142,Console jeux,Electronique,3,235.98,Entrepot Nord
C202606120522,2026-06-12,CL0299,Livre,Culture,1,12.53,Entrepot Nord
C202606120523,2026-06-12,CL0011,Casque audio,Electronique,3,59.37,Entrepot Sud
C202606120524,2026-06-12,CL0023,Casque audio,Electronique,2,111.79,Entrepot Sud
C202606120525,2026-06-12,CL0023,Plante verte,Maison,1,29.36,Entrepot Nord
C202606120526,2026-06-12,CL0234,Livre,Culture,5,22.53,Entrepot Nord
C202606120527,2026-06-12,CL0254,Chaise bureau,Mobilier,4,174.48,Entrepot Est
C202606120528,2026-06-12,CL0300,Casque audio,Electronique,2,95.8,Entrepot Sud
C202606120529,2026-06-12,CL0249,Livre,Culture,4,13.26,Entrepot Est
C202606120530,2026-06-12,CL0195,Casque audio,Electronique,2,51.56,Entrepot Nord
C202606120531,2026-06-12,CL0288,Livre,Culture,1,24.52,Entrepot Nord
C202606120532,2026-06-12,CL0172,Chaise bureau,Mobilier,1,123.65,Entrepot Est
C202606120533,2026-06-12,CL0180,Plante verte,Maison,1,38.91,Entrepot Nord
C202606120534,2026-06-12,CL0177,Console jeux,Electronique,2,296.84,Entrepot Nord
C202606120535,2026-06-12,CL0175,Livre,Culture,4,8.59,Entrepot Sud
C202606120536,2026-06-12,CL0139,Livre,Culture,2,20.0,Entrepot Nord
C202606120537,2026-06-12,CL0123,Console jeux,Electronique,2,338.74,Entrepot Nord
C202606120538,2026-06-12,CL0193,Livre,Culture,3,14.0,Entrepot Sud
C202606120539,2026-06-12,CL0105,Console jeux,Electronique,2,274.31,Entrepot Nord
C202606120540,2026-06-12,CL0134,Livre,Culture,4,19.48,Entrepot Est
C202606120541,2026-06-12,CL0127,Console jeux,Electronique,4,346.89,Entrepot Nord
C202606120542,2026-06-12,CL0385,Plante verte,Maison,5,26.29,Entrepot Nord
C202606120543,2026-06-12,CL0377,Casque audio,Electronique,5,51.86,Entrepot Est
C202606120544,2026-06-12,CL0160,Plante verte,Maison,1,30.41,Entrepot Sud
C202606120545,2026-06-12,CL0398,Casque audio,Electronique,4,98.3,Entrepot Sud
C202606120546,2026-06-12,CL0035,Livre,Culture,3,11.2,Entrepot Est
C202606120547,2026-06-12,CL0099,Console jeux,Electronique,3,401.3,Entrepot Sud
C202606120548,2026-06-12,CL0367,Casque audio,Electronique,3,51.6,Entrepot Nord
C202606120549,2026-06-12,CL0238,Plante verte,Maison,3,21.97,Entrepot Est
C202606120550,2026-06-12,CL0340,Livre,Culture,3,11.0,Entrepot Nord
C202606120551,2026-06-12,CL0237,Chaise bureau,Mobilier,4,64.8,Entrepot Sud
C202606120552,2026-06-12,CL0094,Livre,Culture,4,13.99,Entrepot Sud
C202606120553,2026-06-12,CL0113,Chaise bureau,Mobilier,1,111.47,Entrepot Sud
C202606120554,2026-06-12,CL0102,Casque audio,Electronique,4,48.0,Entrepot Nord
C202606120555,2026-06-12,CL0160,Chaise bureau,Mobilier,2,132.34,Entrepot Nord
C202606120556,2026-06-12,CL0367,Livre,Culture,5,22.27,Entrepot Sud
C202606120557,2026-06-12,CL0295,Console jeux,Electronique,3,431.42,Entrepot Sud
C202606120558,2026-06-12,CL0336,Chaise bureau,Mobilier,1,81.26,Entrepot Sud
C202606120559,2026-06-12,CL0357,Chaise bureau,Mobilier,1,226.27,Entrepot Sud
C202606120560,2026-06-12,CL0164,Casque audio,Electronique,2,96.08,Entrepot Nord
C202606120561,2026-06-12,CL0356,Livre,Culture,3,20.74,Entrepot Nord
C202606120562,2026-06-12,CL0047,Plante verte,Maison,5,35.2,Entrepot Nord
C202606120563,2026-06-12,CL0258,Chaise bureau,Mobilier,4,144.09,Entrepot Nord
C202606120564,2026-06-12,CL0220,Plante verte,Maison,5,13.52,Entrepot Sud
C202606120565,2026-06-12,CL0360,Console jeux,Electronique,2,322.38,Entrepot Nord
C202606120566,2026-06-12,CL0400,Console jeux,Electronique,3,243.63,Entrepot Nord
C202606120567,2026-06-12,CL0087,Livre,Culture,5,12.42,Entrepot Est
C202606120568,2026-06-12,CL0160,Chaise bureau,Mobilier,3,138.21,Entrepot Nord
C202606120569,2026-06-12,CL0248,Livre,Culture,2,19.67,Entrepot Nord
C202606120570,2026-06-12,CL0069,Livre,Culture,2,8.1,Entrepot Sud
C202606120571,2026-06-12,CL0301,Chaise bureau,Mobilier,3,85.35,Entrepot Sud
C202606120572,2026-06-12,CL0281,Console jeux,Electronique,2,283.39,Entrepot Est
C202606120573,2026-06-12,CL0237,Plante verte,Maison,2,30.96,Entrepot Nord
C202606120574,2026-06-12,CL0185,Plante verte,Maison,2,15.21,Entrepot Nord
C202606120575,2026-06-12,CL0156,Plante verte,Maison,2,13.22,Entrepot Est
C202606120576,2026-06-12,CL0058,Livre,Culture,1,19.93,Entrepot Nord
C202606120577,2026-06-12,CL0149,Livre,Culture,3,15.57,Entrepot Sud
C202606120578,2026-06-12,CL0385,Livre,Culture,5,9.22,Entrepot Nord
C202606120579,2026-06-12,CL0379,Plante verte,Maison,1,32.92,Entrepot Nord
C202606120580,2026-06-12,CL0223,Console jeux,Electronique,3,227.2,Entrepot Nord
C202606120581,2026-06-12,CL0184,Plante verte,Maison,2,33.95,Entrepot Nord
C202606120582,2026-06-12,CL0335,Casque audio,Electronique,3,92.08,Entrepot Est
C202606120583,2026-06-12,CL0013,Chaise bureau,Mobilier,2,74.85,Entrepot Sud
C202606120584,2026-06-12,CL0327,Plante verte,Maison,2,20.3,Entrepot Nord
C202606120585,2026-06-12,CL0159,Console jeux,Electronique,2,225.54,Entrepot Sud
C202606120586,2026-06-12,CL0183,Console jeux,Electronique,3,294.84,Entrepot Sud
C202606120587,2026-06-12,CL0190,Chaise bureau,Mobilier,2,130.02,Entrepot Sud
C202606120588,2026-06-12,CL0322,Chaise bureau,Mobilier,2,70.97,Entrepot Nord
C202606120589,2026-06-12,CL0256,Plante verte,Maison,1,38.46,Entrepot Nord
C202606120590,2026-06-12,CL0073,Livre,Culture,3,18.24,Entrepot Sud
C202606120591,2026-06-12,CL0206,Livre,Culture,2,10.35,Entrepot Sud
C202606120592,2026-06-12,CL0112,Casque audio,Electronique,1,108.8,Entrepot Nord
C202606120593,2026-06-12,CL0262,Chaise bureau,Mobilier,1,66.08,Entrepot Sud
C202606120594,2026-06-12,CL0264,Plante verte,Maison,2,19.93,Entrepot Sud
C202606120595,2026-06-12,CL0091,Plante verte,Maison,3,13.76,Entrepot Nord
C202606120596,2026-06-12,CL0289,Livre,Culture,4,13.03,Entrepot Nord
C202606120597,2026-06-12,CL0166,Chaise bureau,Mobilier,5,97.13,Entrepot Nord
C202606120598,2026-06-12,CL0321,Console jeux,Electronique,4,307.09,Entrepot Sud
C202606120599,2026-06-12,CL0031,Livre,Culture,4,24.35,Entrepot Sud
C202606120600,2026-06-12,CL0216,Chaise bureau,Mobilier,5,185.1,Entrepot Sud
C202606120601,2026-06-12,CL0176,Chaise bureau,Mobilier,4,184.73,Entrepot Nord
C202606120602,2026-06-12,CL0379,Console jeux,Electronique,1,412.03,Entrepot Nord
C202606120603,2026-06-12,CL0285,Plante verte,Maison,1,16.11,Entrepot Sud
C202606120604,2026-06-12,CL0226,Console jeux,Electronique,4,290.0,Entrepot Nord
C202606120605,2026-06-12,CL0104,Plante verte,Maison,3,15.2,Entrepot Nord
C202606120606,2026-06-12,CL0333,Console jeux,Electronique,1,255.31,Entrepot Est
C202606120607,2026-06-12,CL0251,Casque audio,Electronique,2,84.81,Entrepot Nord
C202606120608,2026-06-12,CL0357,Livre,Culture,5,15.79,Entrepot Sud
C202606120609,2026-06-12,CL0209,Casque audio,Electronique,5,113.19,Entrepot Sud
C202606120610,2026-06-12,CL0260,Casque audio,Electronique,4,55.07,Entrepot Sud
C202606120611,2026-06-12,CL0201,Casque audio,Electronique,5,52.66,Entrepot Est
C202606120612,2026-06-12,CL0244,Console jeux,Electronique,2,441.99,Entrepot Nord
C202606120613,2026-06-12,CL0208,Casque audio,Electronique,2,73.0,Entrepot Sud
C202606120614,2026-06-12,CL0305,Livre,Culture,1,14.33,Entrepot Nord
C202606120615,2026-06-12,CL0219,Livre,Culture,4,13.1,Entrepot Sud
C202606120616,2026-06-12,CL0059,Casque audio,Electronique,5,119.15,Entrepot Nord
C202606120617,2026-06-12,CL0391,Chaise bureau,Mobilier,2,129.73,Entrepot Est
C202606120618,2026-06-12,CL0378,Casque audio,Electronique,3,54.2,Entrepot Nord
C202606120619,2026-06-12,CL0310,Console jeux,Electronique,3,380.44,Entrepot Nord
C202606120620,2026-06-12,CL0309,Chaise bureau,Mobilier,1,127.59,Entrepot Nord
C202606120621,2026-06-12,CL0131,Casque audio,Electronique,1,114.4,Entrepot Sud
C202606120622,2026-06-12,CL0298,Chaise bureau,Mobilier,2,191.85,Entrepot Nord
C202606120623,2026-06-12,CL0038,Plante verte,Maison,1,34.15,Entrepot Nord
C202606120624,2026-06-12,CL0352,Chaise bureau,Mobilier,2,88.55,Entrepot Est
C202606120625,2026-06-12,CL0354,Plante verte,Maison,2,28.47,Entrepot Nord
C202606120626,2026-06-12,CL0078,Chaise bureau,Mobilier,4,62.62,Entrepot Nord
C202606120627,2026-06-12,CL0019,Plante verte,Maison,5,25.55,Entrepot Nord
C202606120628,2026-06-12,CL0308,Casque audio,Electronique,2,91.53,Entrepot Sud
C202606120629,2026-06-12,CL0230,Plante verte,Maison,4,39.09,Entrepot Sud
C202606120630,2026-06-12,CL0039,Plante verte,Maison,2,36.44,Entrepot Sud
C202606120631,2026-06-12,CL0068,Chaise bureau,Mobilier,3,160.37,Entrepot Nord
C202606120632,2026-06-12,CL0185,Console jeux,Electronique,5,210.91,Entrepot Nord
C202606120633,2026-06-12,CL0182,Plante verte,Maison,3,28.16,Entrepot Nord
C202606120634,2026-06-12,CL0117,Chaise bureau,Mobilier,1,123.75,Entrepot Nord
C202606120635,2026-06-12,CL0024,Casque audio,Electronique,2,79.46,Entrepot Est
C202606120636,2026-06-12,CL0257,Livre,Culture,2,12.64,Entrepot Nord
C202606120637,2026-06-12,CL0072,Chaise bureau,Mobilier,3,168.1,Entrepot Sud
C202606120638,2026-06-12,CL0103,Casque audio,Electronique,5,112.7,Entrepot Nord
C202606120639,2026-06-12,CL0145,Plante verte,Maison,5,29.77,Entrepot Nord
C202606120640,2026-06-12,CL0391,Livre,Culture,2,19.58,Entrepot Nord
